,time,CPI,real_GDP,inflation,unemployment_rate,population,household_income,population_density,RegionName
1104,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,6830,43253,8.955680483212568,89447
1105,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,3287,520542,129.926301015515,89451
1106,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,10610,63770,195.73156929192322,89460
1107,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,2534,65537,4022.3332158402163,89501
1108,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,38055,42633,1709.5999571272337,89502
1109,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,19349,42407,2981.364229777094,89503
1110,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,43932,45960,464.79519200781147,89506
1111,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,28158,96021,3146.168632592664,89509
1112,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,3034,79233,2.9342877711128494,89510
1113,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,24166,152289,162.14886461847638,89511
1114,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,18736,29638,2974.1077559331466,89512
1115,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,26194,65329,3000.550474898868,89002
1116,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,13054,78945,106.62843204250939,89005
1117,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,7710,203546,989.8192323125855,89519
1118,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,19380,82324,252.74258624865195,89521
1119,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,24936,61403,1323.5812134945813,89523
1120,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,25042,95158,2280.7270166584485,89012
1121,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,13738,119646,808.1744990972018,89011
1122,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,31802,60417,4195.575606230777,89014
1123,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,37698,50725,1005.572011483619,89015
1124,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,9704,66719,329.0877200279647,89027
1125,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,5274,53750,56.07217494892868,89029
1126,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,51296,28345,5480.362094986914,89030
1127,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,56050,48603,5893.886316628995,89031
1128,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,36122,42923,3524.101004149796,89032
1129,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,3123,51489,5.991343029665069,89040
1130,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,9146,80643,291.5809203238145,89044
1131,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,14526,49763,189.58883171170336,89048
1132,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,39950,130550,769.4541484453781,89052
1133,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,7921,45520,17.125020952737476,89060
1134,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,3483,56550,47.89933261780182,89061
1135,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,41743,75120,4648.444457350509,89074
1136,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,21512,46468,2879.888031914943,89081
1137,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,16125,63723,1475.3480613713996,89084
1138,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,2228,68725,4285.078482239268,89085
1139,2005-12-01,201.07092841375425,15284.102375240906,3.275089137096785,4.733991705434283,3333,45037,490.91124491956697,89086
1140,2006-01-01,201.56,15315.94,3.23,4.7,33385,54629,6228.544776119403,89102
1141,2006-01-01,201.56,15315.94,3.23,4.7,39537,40859,5901.044776119403,89103
1142,2006-01-01,201.56,15315.94,3.23,4.7,38456,35031,6770.422535211268,89104
1143,2006-01-01,201.56,15315.94,3.23,4.7,34159,59422,6256.227106227107,89107
1144,2006-01-01,201.56,15315.94,3.23,4.7,60047,39724,6679.310344827586,89108
1145,2006-01-01,201.56,15315.94,3.23,4.7,7068,234360,1595.4853273137699,89109
1146,2006-01-01,201.56,15315.94,3.23,4.7,68899,39191,6201.530153015302,89110
1147,2006-01-01,201.56,15315.94,3.23,4.7,18102,110914,1624.9551166965887,89113
1148,2006-01-01,201.56,15315.94,3.23,4.7,53704,31412,2147.3010795681726,89115
1149,2006-01-01,201.56,15315.94,3.23,4.7,46276,93688,5074.122807017544,89117
1150,2006-01-01,201.56,15315.94,3.23,4.7,15297,66644,1445.8412098298677,89118
1151,2006-01-01,201.56,15315.94,3.23,4.7,38502,45877,2977.726218097448,89119
1152,2006-01-01,201.56,15315.94,3.23,4.7,20395,77992,2930.316091954023,89120
1153,2006-01-01,201.56,15315.94,3.23,4.7,54255,42153,5897.282608695653,89121
1154,2006-01-01,201.56,15315.94,3.23,4.7,35678,38397,3929.295154185022,89122
1155,2006-01-01,201.56,15315.94,3.23,4.7,45695,57711,4286.585365853659,89123
1156,2006-01-01,201.56,15315.94,3.23,4.7,1043,82215,0.7656956598343806,89124
1157,2006-01-01,201.56,15315.94,3.23,4.7,31174,57725,5195.666666666667,89128
1158,2006-01-01,201.56,15315.94,3.23,4.7,43277,67358,4323.376623376624,89129
1159,2006-01-01,201.56,15315.94,3.23,4.7,28418,57303,3714.7712418300653,89130
1160,2006-01-01,201.56,15315.94,3.23,4.7,35992,85607,2245.2900810979413,89131
1161,2006-01-01,201.56,15315.94,3.23,4.7,22824,156345,3442.5339366515836,89134
1162,2006-01-01,201.56,15315.94,3.23,4.7,18457,175902,404.8475542882211,89135
1163,2006-01-01,201.56,15315.94,3.23,4.7,8914,118758,2117.3396674584324,89138
1164,2006-01-01,201.56,15315.94,3.23,4.7,23757,55262,2243.342776203966,89139
1165,2006-01-01,201.56,15315.94,3.23,4.7,17653,103608,1651.356407857811,89141
1166,2006-01-01,201.56,15315.94,3.23,4.7,29202,39939,6134.873949579832,89142
1167,2006-01-01,201.56,15315.94,3.23,4.7,10468,63041,3060.8187134502923,89143
1168,2006-01-01,201.56,15315.94,3.23,4.7,16808,134521,4276.844783715012,89144
1169,2006-01-01,201.56,15315.94,3.23,4.7,21302,92764,4620.824295010846,89145
1170,2006-01-01,201.56,15315.94,3.23,4.7,15504,66121,3236.7432150313152,89146
1171,2006-01-01,201.56,15315.94,3.23,4.7,41804,65113,5633.962264150943,89147
1172,2006-01-01,201.56,15315.94,3.23,4.7,29479,61362,2392.775974025974,89148
1173,2006-01-01,201.56,15315.94,3.23,4.7,23749,81263,1979.0833333333333,89149
1174,2006-01-01,201.56,15315.94,3.23,4.7,23993,40480,739.3836671802773,89156
1175,2006-01-01,201.56,15315.94,3.23,4.7,2161,45677,11.187616483744046,89166
1176,2006-01-01,201.56,15315.94,3.23,4.7,16010,57009,837.781266352695,89178
1177,2006-01-01,201.56,15315.94,3.23,4.7,1246,53062,10.457406630297942,89179
1178,2006-01-01,201.56,15315.94,3.23,4.7,25027,48113,3570.18544935806,89183
1179,2006-01-01,201.56,15315.94,3.23,4.7,21481,46740,644.8814169918943,89701
1180,2006-01-01,201.56,15315.94,3.23,4.7,8628,85324,339.8188263095707,89703
1181,2006-01-01,201.56,15315.94,3.23,4.7,3841,92419,50.16980146290491,89704
1182,2006-01-01,201.56,15315.94,3.23,4.7,4497,53246,104.19369786839667,89705
1183,2006-01-01,201.56,15315.94,3.23,4.7,16546,41364,522.1205427579678,89706
1184,2006-01-01,201.56,15315.94,3.23,4.7,18098,53435,10.38420050033279,89801
1185,2006-01-01,201.56,15315.94,3.23,4.7,11609,62574,18.441620333598095,89815
1186,2006-01-01,201.56,15315.94,3.23,4.7,12880,48474,63.88888888888889,89403
1187,2006-01-01,201.56,15315.94,3.23,4.7,17911,48147,120.67780622557608,89408
1188,2006-01-01,201.56,15315.94,3.23,4.7,10111,59227,58.119215956774156,89410
1189,2006-01-01,201.56,15315.94,3.23,4.7,336,854194,21.279290690310326,89413
1190,2006-01-01,201.56,15315.94,3.23,4.7,10891,75875,157.24805082298585,89423
1191,2006-01-01,201.56,15315.94,3.23,4.7,6488,36086,38.51130765121387,89429
1192,2006-01-01,201.56,15315.94,3.23,4.7,31281,37501,3234.850051706308,89431
1193,2006-01-01,201.56,15315.94,3.23,4.7,18121,34624,1166.838377334192,89433
1194,2006-01-01,201.56,15315.94,3.23,4.7,22071,50372,737.6671122994652,89434
1195,2006-01-01,201.56,15315.94,3.23,4.7,31685,71386,777.3552502453387,89436
1196,2006-01-01,201.56,15315.94,3.23,4.7,1542,107547,105.76131687242798,89439
1197,2006-01-01,201.56,15315.94,3.23,4.7,9848,70826,237.3012048192771,89441
1198,2006-01-01,201.56,15315.94,3.23,4.7,2313,51182,7.817886838369499,89444
1199,2006-01-01,201.56,15315.94,3.23,4.7,6865,43242,9.000563764372714,89447
1200,2006-01-01,201.56,15315.94,3.23,4.7,3283,527912,129.76284584980237,89451
1201,2006-01-01,201.56,15315.94,3.23,4.7,10646,63606,196.384430916805,89460
1202,2006-01-01,201.56,15315.94,3.23,4.7,2498,65860,3965.079365079365,89501
1203,2006-01-01,201.56,15315.94,3.23,4.7,38257,42446,1718.6433063791553,89502
1204,2006-01-01,201.56,15315.94,3.23,4.7,19407,42327,2990.2927580893684,89503
1205,2006-01-01,201.56,15315.94,3.23,4.7,43656,45848,461.8705035971223,89506
1206,2006-01-01,201.56,15315.94,3.23,4.7,28115,96077,3141.3407821229052,89509
1207,2006-01-01,201.56,15315.94,3.23,4.7,3060,79392,2.958665699782451,89510
1208,2006-01-01,201.56,15315.94,3.23,4.7,24211,153843,162.44632313472894,89511
1209,2006-01-01,201.56,15315.94,3.23,4.7,18868,29494,2994.920634920635,89512
1210,2006-01-01,201.56,15315.94,3.23,4.7,26910,64991,3082.4742268041236,89002
1211,2006-01-01,201.56,15315.94,3.23,4.7,13098,79017,106.98358245528057,89005
1212,2006-01-01,201.56,15315.94,3.23,4.7,7802,202871,1001.5404364569962,89519
1213,2006-01-01,201.56,15315.94,3.23,4.7,19546,82101,254.9034950443401,89521
1214,2006-01-01,201.56,15315.94,3.23,4.7,24988,61506,1326.3269639065818,89523
1215,2006-01-01,201.56,15315.94,3.23,4.7,25137,95271,2289.344262295082,89012
1216,2006-01-01,201.56,15315.94,3.23,4.7,14160,116863,832.9411764705883,89011
1217,2006-01-01,201.56,15315.94,3.23,4.7,31839,60622,4200.395778364116,89014
1218,2006-01-01,201.56,15315.94,3.23,4.7,36997,50636,986.849826620432,89015
1219,2006-01-01,201.56,15315.94,3.23,4.7,9800,66407,332.3160393353679,89027
1220,2006-01-01,201.56,15315.94,3.23,4.7,5282,53731,56.15564533276632,89029
1221,2006-01-01,201.56,15315.94,3.23,4.7,51693,28233,5522.75641025641,89030
1222,2006-01-01,201.56,15315.94,3.23,4.7,56359,48631,5926.288117770768,89031
1223,2006-01-01,201.56,15315.94,3.23,4.7,36322,42806,3543.609756097561,89032
1224,2006-01-01,201.56,15315.94,3.23,4.7,3137,51175,6.01707106550302,89040
1225,2006-01-01,201.56,15315.94,3.23,4.7,9358,81437,298.3104877271278,89044
1226,2006-01-01,201.56,15315.94,3.23,4.7,14631,49299,190.95536413469068,89048
1227,2006-01-01,201.56,15315.94,3.23,4.7,40063,130289,771.6294298921417,89052
1228,2006-01-01,201.56,15315.94,3.23,4.7,7989,45127,17.271646308507187,89060
1229,2006-01-01,201.56,15315.94,3.23,4.7,3526,56402,48.487348734873486,89061
1230,2006-01-01,201.56,15315.94,3.23,4.7,41824,75060,4657.461024498886,89074
1231,2006-01-01,201.56,15315.94,3.23,4.7,21851,46410,2925.1673360107097,89081
1232,2006-01-01,201.56,15315.94,3.23,4.7,16337,63661,1494.693504117109,89084
1233,2006-01-01,201.56,15315.94,3.23,4.7,2281,68777,4386.538461538461,89085
1234,2006-01-01,201.56,15315.94,3.23,4.7,3383,44771,498.23269513991164,89086
1235,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,33729,54177,6292.884046932681,89102
1236,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,39876,40726,5951.785650340777,89103
1237,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,38747,34750,6821.793205382167,89104
1238,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,34421,58740,6304.245338121458,89107
1239,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,60437,39662,6722.766299967297,89108
1240,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,6760,243693,1526.0259711716847,89109
1241,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,69234,39102,6231.754620353415,89110
1242,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,18228,109898,1636.2712828301937,89113
1243,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,54036,31323,2160.6153184335485,89115
1244,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,46398,93473,5087.515587341177,89117
1245,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,15399,66463,1455.5167980625552,89118
1246,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,38794,45510,3000.325169497595,89119
1247,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,20486,77856,2943.476758408914,89120
1248,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,54582,42139,5932.875549673015,89121
1249,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,36072,38281,3972.7533915068584,89122
1250,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,45525,57800,4270.677509857446,89123
1251,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,1026,81014,0.7536580815668601,89124
1252,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,31277,57717,5212.890194056818,89128
1253,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,43406,67453,4336.3243842751735,89129
1254,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,28511,57278,3726.9364240211407,89130
1255,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,36164,85557,2256.0511625424606,89131
1256,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,22866,155174,3448.883903764156,89134
1257,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,18569,175531,407.320825476786,89135
1258,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,8967,119736,2129.9392732962133,89138
1259,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,23947,55327,2261.3582193099865,89139
1260,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,17812,103202,1666.3148689495547,89141
1261,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,29371,39947,6170.541040083027,89142
1262,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,10495,62999,3068.856211055776,89143
1263,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,16827,135042,4281.858373151192,89144
1264,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,21378,92692,4637.373399031034,89145
1265,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,15595,65805,3255.8570196969868,89146
1266,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,41953,64446,5654.1717502202855,89147
1267,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,29693,61453,2410.1687754187674,89148
1268,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,23912,81107,1992.7158742086497,89149
1269,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,24105,40447,742.840612692698,89156
1270,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,2318,46237,12.001256483533648,89166
1271,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,16438,56961,860.2224119095441,89178
1272,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,1323,53190,11.105492588554496,89179
1273,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,25566,47897,3647.0817461135503,89183
1274,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,21565,46605,647.4233763851933,89701
1275,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,8648,85215,340.6409249046192,89703
1276,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,3852,93669,50.31905634028608,89704
1277,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,4513,52924,104.57198213669305,89705
1278,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,16629,41260,524.7649152950992,89706
1279,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,18171,53518,10.426311390438302,89801
1280,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,11640,62818,18.491136112945856,89815
1281,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,12937,48571,64.1754108110141,89403
1282,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,17975,47926,121.10920268931916,89408
1283,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,10142,59298,58.29788679689864,89410
1284,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,335,836787,21.258016689117124,89413
1285,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,10919,75950,157.66215747100543,89423
1286,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,6537,35907,38.80284868341373,89429
1287,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,31425,37345,3249.8001683517227,89431
1288,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,18212,34516,1172.7070066043475,89433
1289,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,22136,50291,739.8537065928239,89434
1290,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,31706,71405,777.8738729382712,89436
1291,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,1545,106834,105.99831185454912,89439
1292,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,10042,70719,241.98526225037972,89441
1293,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,2327,50880,7.86813522368028,89444
1294,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,6902,43212,9.050325617889946,89447
1295,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,3279,533065,129.64108370064523,89451
1296,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,10686,63429,197.12652226290902,89460
1297,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,2482,66000,3939.7649324380245,89501
1298,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,38461,42255,1727.8227657435257,89502
1299,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,19477,42245,3001.1682163098635,89503
1300,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,43338,45705,458.5153333371106,89506
1301,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,28113,96043,3141.17753381478,89509
1302,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,3086,79927,2.984574018024707,89510
1303,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,24266,155492,162.81728122950705,89511
1304,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,19004,29344,3016.650776153645,89512
1305,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,27468,64688,3146.490324533833,89002
1306,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,13150,79053,107.41482056195613,89005
1307,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,7870,202807,1010.3409672261186,89519
1308,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,19702,81858,256.93798314748983,89521
1309,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,25048,61571,1329.5457395161789,89523
1310,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,25230,95251,2297.901446901759,89012
1311,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,14504,114476,853.186229195627,89011
1312,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,31901,60793,4208.575565004457,89014
1313,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,36536,50530,974.5551691871458,89015
1314,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,9887,66019,335.27510718210976,89027
1315,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,5289,53671,56.23283040035463,89029
1316,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,52064,28119,5562.433734661629,89030
1317,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,56650,48638,5956.973641549291,89031
1318,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,36515,42669,3562.481780078911,89032
1319,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,3151,50825,6.045297978824556,89040
1320,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,9549,82176,304.4231956373545,89044
1321,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,14738,48779,192.3549801280345,89048
1322,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,40187,129939,774.0328804958478,89052
1323,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,8058,44708,17.422525396368634,89060
1324,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,3565,56151,49.029914815183375,89061
1325,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,41923,75014,4668.563211696468,89074
1326,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,22149,46358,2965.174907681324,89081
1327,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,16532,63544,1512.5704881782847,89084
1328,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,2328,68754,4477.090362188608,89085
1329,2006-02-01,201.9921180783552,15344.161726172451,3.1850836651310703,4.67378271329932,3425,44532,504.5648717996018,89086
1330,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,34139,53637,6369.334720510739,89102
1331,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,40288,40596,6013.192043050151,89103
1332,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,39094,34408,6882.826684466839,89104
1333,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,34727,57898,6360.406151174449,89107
1334,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,60905,39573,6774.83765193649,89108
1335,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,6504,254114,1468.3707812811208,89109
1336,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,69626,38980,6267.013874049898,89110
1337,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,18373,109019,1649.2969936902227,89113
1338,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,54390,31218,2174.765077630044,89115
1339,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,46568,93197,5106.23167564395,89117
1340,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,15524,66162,1467.3226572573392,89118
1341,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,39150,45107,3027.9064830660855,89119
1342,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,20604,77598,2960.379686593372,89120
1343,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,54988,42105,5976.96591473322,89121
1344,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,36535,38140,4023.7422192135,89122
1345,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,45465,57906,4265.085467008187,89123
1346,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,1007,79712,0.7395281164535432,89124
1347,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,31415,57698,5235.924782229893,89128
1348,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,43573,67563,4353.026750927933,89129
1349,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,28633,57209,3742.93704259929,89130
1350,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,36373,85414,2269.0697824884924,89131
1351,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,22927,153696,3458.1504855069775,89134
1352,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,18706,174841,410.32082987902373,89135
1353,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,9028,121035,2144.5141607318315,89138
1354,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,24160,55402,2281.4519821551544,89139
1355,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,18001,102784,1683.9238419780315,89141
1356,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,29576,39936,6213.56584922241,89142
1357,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,10531,62908,3079.3853297959085,89143
1358,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,16857,135671,4289.410440671625,89144
1359,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,21474,92749,4658.213955029896,89145
1360,2006-03-01,202.45987937989588,15374.815066509496,3.1307152035895087,4.6497218553249535,15709,65303,3279.583442713966,89146
