,time,CPI,real_GDP,inflation,unemployment_rate,population,household_income,population_density,RegionName,SizeRank,City,Metro,CountyName,value
3243,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,57562,39760,6256.83517486409,89121,174,Las Vegas,Las Vegas,Clark,235800.0
3244,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,40244,38642,4432.190460615383,89122,770,Las Vegas,Las Vegas,Clark,239500.0
3245,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,47221,57114,4429.825313012304,89123,310,Las Vegas,Las Vegas,Clark,314600.0
3246,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,752,85802,0.5523702109913432,89124,14329,Mount Charleston,Las Vegas,Clark,395400.0
3247,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,32302,53906,5383.718223885442,89128,1796,Las Vegas,Las Vegas,Clark,288700.0
3248,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,44842,64474,4479.744213098299,89129,724,Las Vegas,Las Vegas,Clark,299100.0
3249,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,29647,56053,3875.5478945881855,89130,3099,Las Vegas,Las Vegas,Clark,284100.0
3250,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,39015,75580,2433.9078777560744,89131,1426,Las Vegas,Las Vegas,Clark,361000.0
3251,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,23002,127984,3469.517582965621,89134,3140,Las Vegas,Las Vegas,Clark,291200.0
3252,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,20710,148170,454.2879978143016,89135,2843,Las Vegas,Las Vegas,Clark,411000.0
3253,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,10001,105377,2375.692575657282,89138,6884,Las Vegas,Las Vegas,Clark,438900.0
3254,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,26190,54720,2473.113766613895,89139,2162,Las Vegas,Las Vegas,Clark,305100.0
3255,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,20291,83535,1898.195191894468,89141,3629,Las Vegas,Las Vegas,Clark,338600.0
3256,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,31529,39842,6623.905713083113,89142,3949,Las Vegas,Las Vegas,Clark,239900.0
3257,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,10770,64720,3149.307267609637,89143,8369,Las Vegas,Las Vegas,Clark,290700.0
3258,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,16804,119303,4275.857784204193,89144,5582,Las Vegas,Las Vegas,Clark,341900.0
3259,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,21496,81724,4663.084691327792,89145,4327,Las Vegas,Las Vegas,Clark,246600.0
3260,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,17108,52676,3571.7719369417237,89146,5922,Las Vegas,Las Vegas,Clark,339600.0
3261,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,43290,50109,5834.263907751696,89147,575,Las Vegas,Las Vegas,Clark,284100.0
3262,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,33495,62915,2718.7985973948,89148,511,Las Vegas,Las Vegas,Clark,318100.0
3263,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,25918,74519,2159.8781618675757,89149,2183,Las Vegas,Las Vegas,Clark,327800.0
3264,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,24802,40934,764.3423594059326,89156,4829,Las Vegas,Las Vegas,Clark,237800.0
3265,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,6216,55413,32.18085958912499,89166,5509,Las Vegas,Las Vegas,Clark,297400.0
3266,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,21461,59449,1123.0608239855371,89178,2504,Las Vegas,Las Vegas,Clark,314300.0
3267,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,2652,59054,22.26056350010428,89179,9005,Las Vegas,Las Vegas,Clark,314800.0
3268,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,27457,49153,3916.8846025094113,89183,2668,Las Vegas,Las Vegas,Clark,277900.0
3269,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,21877,46146,656.7811612036788,89701,4439,Carson City,Carson City,Carson City,260100.0
3270,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,8756,79050,344.8861918325069,89703,8046,Carson City,Carson City,Carson City,389800.0
3271,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,3873,90603,50.6004811363919,89704,11321,Carson City,Carson City,Carson City,360100.0
3272,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,4637,49297,107.45979417523442,89705,10869,Carson City,Carson City,Carson City,304400.0
3273,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,16686,40585,526.5669853025217,89706,5355,Carson City,Carson City,Carson City,257800.0
3274,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,19449,56842,11.159931192708829,89801,4700,Elko,Elko,Elko,286700.0
3275,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,12139,69493,19.284780436363963,89815,7509,Spring Creek,Elko,Elko,235800.0
3276,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,13535,49503,67.14083275878468,89403,6347,Dayton,Fernley,Lyon,236300.0
3277,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,18084,46510,121.84692482223367,89408,5360,Fernley,Fernley,Lyon,297400.0
3278,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,10183,58975,58.53397045901261,89410,7410,Gardnerville,Gardnerville Ranchos,Douglas,346300.0
3279,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,323,442312,20.51045709739822,89413,14712,Glenbrook,Gardnerville Ranchos,Douglas,1908400.0
3280,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,11105,72915,160.34919802521156,89423,7340,Minden,Gardnerville Ranchos,Douglas,384800.0
3281,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,6339,36285,37.62736244877862,89429,9111,Silver Springs,Fernley,Lyon,221000.0
3282,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,32132,35275,3322.923872197519,89431,2061,Sparks,Reno,Washoe,222900.0
3283,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,18529,33530,1193.1170116718238,89433,6448,Sun Valley,Reno,Washoe,236300.0
3284,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,22556,49557,753.8939533105032,89434,4076,Sparks,Reno,Washoe,258300.0
3285,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,33834,66137,830.0992619337751,89436,1605,Sparks,Reno,Washoe,311300.0
3286,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,1510,86867,103.58929359573993,89439,13716,Verdi-Mogul,Reno,Washoe,441300.0
3287,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,10616,66244,255.8127631416689,89441,8070,Sparks,Reno,Washoe,344500.0
3288,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,2410,50666,8.148555856491084,89444,12104,Wellington,Gardnerville Ranchos,Douglas,345400.0
3289,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,6887,42502,9.030599904598725,89447,8933,Yerington,Fernley,Lyon,314800.0
3290,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,3436,317522,135.8385988554001,89451,10516,Incline Village,Reno,Washoe,820000.0
3291,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,10783,58912,198.92835061911117,89460,7326,Gardnerville,Gardnerville Ranchos,Douglas,294300.0
3292,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,2469,65053,3920.054328215371,89501,10635,Reno,Reno,Washoe,290400.0
3293,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,39348,39281,1767.6924806023371,89502,823,Reno,Reno,Washoe,242800.0
3294,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,19381,41577,2986.39595118158,89503,3250,Reno,Reno,Washoe,251100.0
3295,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,35655,44118,377.22895811109356,89506,2105,Reno,Reno,Washoe,239500.0
3296,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,28653,88907,3201.535805647165,89509,1457,Reno,Reno,Washoe,371500.0
3297,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,3334,78844,3.2239263586741793,89510,10877,Sparks,Reno,Washoe,404300.0
3298,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,24970,131483,167.54046296660226,89511,3010,Reno,Reno,Washoe,614500.0
3299,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,19481,29138,3092.351781625853,89512,4224,Reno,Reno,Washoe,246600.0
3300,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,28767,63802,3295.2416962921197,89002,3042,Henderson,Las Vegas,Clark,301800.0
3301,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,13317,76520,108.77555749141105,89005,6533,Boulder City,Las Vegas,Clark,323100.0
3302,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,7923,160735,1017.0805219898821,89519,8568,Reno,Reno,Washoe,516800.0
3303,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,22072,73740,287.8553131134969,89521,2607,Reno,Reno,Washoe,347100.0
3304,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,26214,62061,1391.4084411254428,89523,1945,Reno,Reno,Washoe,341100.0
3305,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,25883,88790,2357.329095122027,89012,1985,Henderson,Las Vegas,Clark,334000.0
3306,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,16884,95883,993.1947302560918,89011,3764,Henderson,Las Vegas,Clark,277600.0
3307,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,34085,55515,4496.824435584982,89014,1373,Henderson,Las Vegas,Clark,294100.0
3308,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,36224,52265,966.24617902737,89015,1754,Henderson,Las Vegas,Clark,254700.0
3309,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,10795,56778,366.0631592999539,89027,6027,Mesquite,Las Vegas,Clark,245000.0
3310,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,4992,50081,53.08255149162988,89029,7788,Laughlin,Las Vegas,Clark,235800.0
3311,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,55908,27893,5973.122285643709,89030,1999,North Las Vegas,Las Vegas,Clark,222900.0
3312,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,59270,49761,6232.470686180771,89031,353,North Las Vegas,Las Vegas,Clark,256300.0
3313,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,38821,43067,3787.4227578420932,89032,2088,North Las Vegas,Las Vegas,Clark,244500.0
3314,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,3137,50814,6.018323293297314,89040,12016,Overton,Las Vegas,Clark,241300.0
3315,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,12684,82464,404.356355890214,89044,4804,Henderson,Las Vegas,Clark,334400.0
3316,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,15010,41915,195.9132716024964,89048,5220,Pahrump,Pahrump,Nye,236500.0
3317,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,42430,104761,817.2290730206912,89052,263,Henderson,Las Vegas,Clark,421500.0
3318,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,8181,41620,17.687959029079796,89060,8294,Pahrump,Pahrump,Nye,160200.0
3319,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,3865,50839,53.15649099729084,89061,10140,Pahrump,Pahrump,Nye,221000.0
3320,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,42395,70264,4721.120035432467,89074,485,Henderson,Las Vegas,Clark,314800.0
3321,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,26018,47019,3483.0090304656333,89081,3293,North Las Vegas,Las Vegas,Clark,277000.0
3322,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,18973,60623,1735.9297886782783,89084,4372,North Las Vegas,Las Vegas,Clark,305600.0
3323,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,2831,66372,5445.731268037433,89085,12365,North Las Vegas,Las Vegas,Clark,375700.0
3324,2007-11-01,214.46017798382158,15681.444810651024,4.049154358077204,4.766754531397755,4261,41903,627.6650061999063,89086,10891,North Las Vegas,Las Vegas,Clark,311200.0
3325,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,38209,42860,7128.703657401828,89102,2135,Las Vegas,Las Vegas,Clark,245400.0
3326,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,43849,40272,6544.63642720649,89103,486,Las Vegas,Las Vegas,Clark,260000.0
3327,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,41431,33024,7294.33855656019,89104,1961,Las Vegas,Las Vegas,Clark,225300.0
3328,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,36222,50529,6634.181109260009,89107,2935,Las Vegas,Las Vegas,Clark,218000.0
3329,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,64522,38649,7177.147225619864,89108,116,Las Vegas,Las Vegas,Clark,222600.0
3330,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,6578,236427,1485.0255008788854,89109,7984,Las Vegas,Las Vegas,Clark,249300.0
3331,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,73810,38984,6643.6486279172705,89110,434,Las Vegas,Las Vegas,Clark,224400.0
3332,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,20008,93586,1796.0946548933282,89113,2565,Las Vegas,Las Vegas,Clark,320800.0
3333,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,56471,31247,2257.9559183441233,89115,816,Las Vegas,Las Vegas,Clark,210000.0
3334,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,47589,81942,5218.120743523256,89117,196,Las Vegas,Las Vegas,Clark,338500.0
3335,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,16254,55624,1536.3256078037757,89118,5333,Las Vegas,Las Vegas,Clark,284500.0
3336,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,42190,39016,3262.958520909952,89119,694,Las Vegas,Las Vegas,Clark,240300.0
3337,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,21257,67933,3054.2524138523804,89120,4786,Las Vegas,Las Vegas,Clark,281100.0
3338,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,57487,39627,6248.627967200517,89121,174,Las Vegas,Las Vegas,Clark,230800.0
3339,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,40196,38717,4426.92381155672,89122,770,Las Vegas,Las Vegas,Clark,234800.0
3340,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,47120,56849,4420.347290914039,89123,310,Las Vegas,Las Vegas,Clark,308400.0
3341,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,750,86349,0.5507341434857942,89124,14329,Mount Charleston,Las Vegas,Clark,383600.0
3342,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,32262,53776,5377.017192539277,89128,1796,Las Vegas,Las Vegas,Clark,282100.0
3343,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,44791,64092,4474.713137527374,89129,724,Las Vegas,Las Vegas,Clark,292700.0
3344,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,29610,56076,3870.589573100614,89130,3099,Las Vegas,Las Vegas,Clark,277800.0
3345,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,39053,75210,2436.286555738582,89131,1426,Las Vegas,Las Vegas,Clark,352300.0
3346,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,22904,126447,3454.7468258027548,89134,3140,Las Vegas,Las Vegas,Clark,286400.0
3347,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,20737,146698,454.87224202873733,89135,2843,Las Vegas,Las Vegas,Clark,401200.0
3348,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,10029,103046,2382.3588099559493,89138,6884,Las Vegas,Las Vegas,Clark,429100.0
3349,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,26247,54551,2478.5068126917154,89139,2162,Las Vegas,Las Vegas,Clark,298200.0
3350,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,20339,83776,1902.6504684351519,89141,3629,Las Vegas,Las Vegas,Clark,331100.0
3351,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,31544,39801,6626.958731272162,89142,3949,Las Vegas,Las Vegas,Clark,234500.0
3352,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,10760,64919,3146.4883375410864,89143,8369,Las Vegas,Las Vegas,Clark,284300.0
3353,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,16766,117432,4266.310756706586,89144,5582,Las Vegas,Las Vegas,Clark,335000.0
3354,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,21419,80301,4646.3560843124005,89145,4327,Las Vegas,Las Vegas,Clark,241500.0
3355,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,17120,52348,3574.1377830411975,89146,5922,Las Vegas,Las Vegas,Clark,332900.0
3356,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,43225,49927,5825.528136574765,89147,575,Las Vegas,Las Vegas,Clark,278300.0
3357,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,33617,62627,2728.6921368153617,89148,511,Las Vegas,Las Vegas,Clark,310600.0
3358,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,25941,73821,2161.814076030825,89149,2183,Las Vegas,Las Vegas,Clark,321100.0
3359,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,24779,40961,763.617479378895,89156,4829,Las Vegas,Las Vegas,Clark,232400.0
3360,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,6337,55448,32.81122135557772,89166,5509,Las Vegas,Las Vegas,Clark,289400.0
3361,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,21565,59557,1128.476338400312,89178,2504,Las Vegas,Las Vegas,Clark,306900.0
3362,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,2684,59174,22.532713155405176,89179,9005,Las Vegas,Las Vegas,Clark,307500.0
3363,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,27446,49215,3915.304369692036,89183,2668,Las Vegas,Las Vegas,Clark,272000.0
3364,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,21785,46243,654.0176826704629,89701,4439,Carson City,Carson City,Carson City,257100.0
3365,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,8721,78849,343.5018027500129,89703,8046,Carson City,Carson City,Carson City,385200.0
3366,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,3855,88993,50.35881407307635,89704,11321,Carson City,Carson City,Carson City,357500.0
3367,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,4621,49370,107.07193405747628,89705,10869,Carson City,Carson City,Carson City,304900.0
3368,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,16583,40683,523.299217143675,89706,5355,Carson City,Carson City,Carson City,255200.0
3369,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,19465,57164,11.168768555612875,89801,4700,Elko,Elko,Elko,281100.0
3370,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,12145,69815,19.293149756891978,89815,7509,Spring Creek,Elko,Elko,231000.0
3371,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,13492,49331,66.92539697657594,89403,6347,Dayton,Fernley,Lyon,232700.0
3372,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,18032,46597,121.49339291707224,89408,5360,Fernley,Fernley,Lyon,289400.0
3373,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,10125,58751,58.20156236507586,89410,7410,Gardnerville,Gardnerville Ranchos,Douglas,341700.0
3374,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,323,424607,20.4680455590203,89413,14712,Glenbrook,Gardnerville Ranchos,Douglas,1888000.0
3375,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,11068,72431,159.80870551630778,89423,7340,Minden,Gardnerville Ranchos,Douglas,379600.0
3376,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,6270,36501,37.21950285533457,89429,9111,Silver Springs,Fernley,Lyon,217100.0
3377,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,32009,35319,3310.186039960817,89431,2061,Sparks,Reno,Washoe,219300.0
3378,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,18441,33610,1187.455537768126,89433,6448,Sun Valley,Reno,Washoe,232700.0
3379,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,22485,49508,751.5359625996815,89434,4076,Sparks,Reno,Washoe,254500.0
3380,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,33813,65911,829.5876030332139,89436,1605,Sparks,Reno,Washoe,306600.0
3381,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,1498,86222,102.78149569360315,89439,13716,Verdi-Mogul,Reno,Washoe,437100.0
3382,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,10621,65974,255.93850645501192,89441,8070,Sparks,Reno,Washoe,336800.0
3383,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,2390,50791,8.080636916792402,89444,12104,Wellington,Gardnerville Ranchos,Douglas,330800.0
3384,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,6828,42419,8.952812082016314,89447,8933,Yerington,Fernley,Lyon,307500.0
3385,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,3450,304594,136.37271927781626,89451,10516,Incline Village,Reno,Washoe,810800.0
3386,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,10742,58776,198.16229214451042,89460,7326,Gardnerville,Gardnerville Ranchos,Douglas,290600.0
3387,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,2419,65121,3839.7964284244636,89501,10635,Reno,Reno,Washoe,287200.0
3388,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,39182,39206,1760.2351633561143,89502,823,Reno,Reno,Washoe,239200.0
3389,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,19267,41590,2968.7648393016884,89503,3250,Reno,Reno,Washoe,247400.0
3390,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,35618,44208,376.83178961243175,89506,2105,Reno,Reno,Washoe,236100.0
3391,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,28534,88387,3188.250946812403,89509,1457,Reno,Reno,Washoe,366500.0
3392,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,3312,76488,3.2024155147067357,89510,10877,Sparks,Reno,Washoe,396500.0
3393,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,24913,127493,167.16154950023224,89511,3010,Reno,Reno,Washoe,606500.0
3394,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,19358,29286,3072.736511140051,89512,4224,Reno,Reno,Washoe,241500.0
3395,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,28759,63933,3294.326109713823,89002,3042,Henderson,Las Vegas,Clark,295300.0
3396,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,13243,76178,108.17122152076155,89005,6533,Boulder City,Las Vegas,Clark,317900.0
3397,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,7922,156186,1016.993717788161,89519,8568,Reno,Reno,Washoe,507900.0
3398,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,22113,73530,288.39070420502475,89521,2607,Reno,Reno,Washoe,341800.0
3399,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,26218,62033,1391.6370165197789,89523,1945,Reno,Reno,Washoe,335900.0
3400,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,25833,88536,2352.765755065543,89012,1985,Henderson,Las Vegas,Clark,327200.0
3401,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,16938,95167,996.3553752101844,89011,3764,Henderson,Las Vegas,Clark,272500.0
3402,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,34089,54962,4497.300759041373,89014,1373,Henderson,Las Vegas,Clark,288900.0
3403,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,35949,52412,958.9081816786497,89015,1754,Henderson,Las Vegas,Clark,249500.0
3404,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,10782,56727,365.62841791619434,89027,6027,Mesquite,Las Vegas,Clark,240500.0
3405,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,4963,49991,52.764703779253814,89029,7788,Laughlin,Las Vegas,Clark,231000.0
3406,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,55903,27914,5972.6025890375795,89030,1999,North Las Vegas,Las Vegas,Clark,219300.0
3407,2007-12-01,214.90395205619475,15664.872379620789,3.9775813191957887,4.871255533297613,59238,49827,6229.062003928749,89031,353,North Las Vegas,Las Vegas,Clark,250300.0
